animal,date,time,latitude,longitude,LocationQuality
pb_20001,5/17/1993,0:39:35,71.026,-176.154,L1
pb_06878,3/31/1990,1:41:10,71.027,-179.921,L2
pb_06946,11/11/1992,20:51:03,71.027,-177.882,LZ
pb_06956,4/12/1992,4:20:57,71.027,179.017,L2
pb_06960,5/5/1992,2:37:25,71.027,-176.162,L2
pb_06962,9/25/1992,21:14:57,71.027,-157.405,L1
pb_20024,6/15/1993,22:08:09,71.027,-174.367,L2
pb_06865,8/13/1990,22:44:37,71.028,175.668,L3
pb_06870,8/12/1990,20:54:41,71.028,178.688,LZ
pb_06871,4/30/1991,23:08:13,71.028,178.571,L1
pb_06878,3/30/1990,6:58:13,71.028,-179.936,L3
pb_06878,4/3/1990,20:44:56,71.028,-179.767,L1
pb_06880,6/12/1990,1:49:24,71.028,169.321,L1
pb_06963,9/26/1992,0:42:14,71.028,-179.69,L1
pb_06945,3/12/1993,0:35:12,71.029,179.863,L1
pb_06562,7/15/1986,22:09:17,71.03,-174.988,L1
pb_06944,4/30/1992,22:19:56,71.03,-177.036,L1
pb_06958,9/29/1992,1:38:40,71.03,-170.725,L1
pb_06982,12/13/1992,0:49:01,71.03,169.524,L1
pb_06743,1/29/1989,20:43:45,71.031,178.729,L0
pb_06879,4/4/1990,21:25:07,71.031,-177.535,L3
pb_06902,4/15/1991,2:09:47,71.031,-176.328,L1
pb_06940,4/27/1994,1:42:35,71.031,-175.07,L1
pb_06963,9/22/1992,21:55:15,71.031,-179.658,L1
pb_06963,10/23/1992,1:53:16,71.031,-179.572,L0
pb_06766,5/1/1988,2:59:06,71.032,-169.581,L2
pb_06865,8/4/1990,23:59:19,71.032,177.206,L1
pb_06878,3/31/1990,20:13:57,71.032,179.988,L0
pb_06940,6/18/1992,20:58:40,71.032,-164.326,L2
pb_06441,10/31/1988,22:53:04,71.033,-149.569,L2
pb_06738,4/9/1989,20:41:50,71.033,-179.449,L1
pb_06896,7/15/1991,22:50:43,71.033,-172.239,L1
pb_06902,4/12/1991,1:01:58,71.033,-177.027,L2
pb_06951,4/12/1992,4:20:31,71.033,-176.969,L2
pb_06962,9/14/1992,1:07:27,71.033,-157.448,L1
pb_06756,10/11/1988,2:07:27,71.034,-153.435,L1
pb_06791,5/1/1989,21:47:59,71.034,-158.161,L2
pb_06799,5/14/1991,23:51:28,71.034,-175.613,L1
pb_06864,7/10/1992,2:50:04,71.034,-177.693,L2
pb_06870,4/24/1990,2:20:56,71.034,177.7,L3
pb_06874,3/31/1990,6:35:56,71.034,-177.61,L2
pb_06879,4/3/1990,1:07:06,71.034,-177.673,L2
pb_06894,8/26/1991,20:40:59,71.034,178.296,L1
pb_06945,3/2/1993,21:21:19,71.034,179.797,L1
pb_06738,3/11/1989,0:17:39,71.035,-179.886,LB
pb_06796,2/7/1991,22:25:17,71.035,178.78,LB
pb_06718,11/12/1987,18:36:40,71.036,-172.173,L2
pb_06738,10/24/1988,2:24:46,71.036,-179.826,LB
pb_06787,9/20/1989,0:25:42,71.036,178.851,LB
pb_06872,3/28/1990,7:42:46,71.036,-179.373,LA
pb_06886,8/19/1991,20:22:46,71.036,177.739,L1
pb_06944,5/3/1992,21:45:50,71.036,-176.977,L1
pb_06962,9/22/1992,23:32:00,71.036,-157.294,L0
pb_06738,2/14/1989,21:26:21,71.037,179.964,LZ
pb_06760,11/14/1988,23:19:44,71.037,-150.174,L2
pb_06864,7/15/1992,22:18:15,71.037,-177.087,L1
pb_06867,4/8/1990,1:54:09,71.037,-176.367,L3
pb_06874,4/1/1990,6:11:21,71.037,-177.556,L2
pb_06935,1/14/1993,21:21:04,71.037,-149.919,L2
pb_06955,8/31/1992,2:32:17,71.037,176.314,LZ
pb_06985,8/24/1993,20:25:29,71.037,175.463,L1
pb_20017,5/17/1994,17:09:47,71.037,-177.96,LB
pb_06761,5/24/1988,2:59:13,71.038,-174.109,L3
pb_06777,3/12/1990,0:01:32,71.038,-178.015,LZ
pb_06787,11/21/1989,20:55:42,71.038,178.756,L1
pb_06903,5/5/1991,20:31:00,71.038,-173.32,L1
pb_06738,4/16/1989,0:38:39,71.039,-179.485,L2
pb_06871,4/29/1990,23:36:08,71.039,177.807,L2
pb_06872,3/30/1990,23:57:53,71.039,-179.301,L1
pb_06963,11/25/1992,0:17:36,71.039,-179.494,L1
pb_06441,6/5/1986,1:14:25,71.04,-167.997,L1
pb_06743,2/7/1989,20:39:50,71.04,178.774,L1
pb_06743,3/18/1989,20:59:44,71.04,178.568,L1
pb_06761,4/23/1988,19:33:33,71.04,-173.256,L2
pb_06787,11/13/1989,1:03:17,71.04,178.692,LA
pb_06796,12/13/1990,1:42:09,71.04,178.604,L2
pb_06868,5/23/1990,0:25:22,71.04,-163.735,L2
pb_06878,4/5/1990,0:45:10,71.04,-179.635,L2
pb_06872,3/31/1990,20:29:24,71.041,-179.368,L1
pb_06873,6/22/1990,22:10:28,71.041,-165.966,L2
pb_06878,6/28/1990,2:46:53,71.041,-169.178,L1
pb_06777,5/6/1990,1:53:06,71.042,-175.365,L1
pb_06787,10/11/1989,2:35:13,71.042,178.636,LA
pb_06946,4/27/1992,22:43:33,71.042,-176.294,L2
pb_06953,7/30/1993,2:17:47,71.042,-174.807,L1
pb_06963,10/5/1992,2:14:35,71.042,-179.508,L1
pb_06787,11/30/1989,22:32:07,71.043,178.755,LB
pb_06878,4/3/1990,0:27:15,71.043,-179.803,L2
pb_06886,10/7/1991,1:46:47,71.043,179.663,L1
pb_06910,6/2/1991,21:52:12,71.043,174.073,L1
pb_06959,9/16/1992,20:44:52,71.043,178.679,L2
pb_06959,10/10/1992,21:37:11,71.043,178.821,L1
pb_06963,10/29/1992,0:42:33,71.043,-179.469,L1
pb_06743,11/28/1988,1:18:59,71.044,178.853,LA
pb_06743,2/14/1989,0:55:17,71.044,178.736,L0
pb_06787,10/23/1989,3:07:17,71.044,178.69,L1
pb_06886,10/4/1991,2:49:33,71.044,179.614,L1
pb_06898,4/6/1991,21:41:49,71.044,178.392,L2
pb_06898,5/23/1991,22:06:26,71.044,176.288,L1
pb_06962,8/1/1993,3:15:36,71.044,-175.071,L0
pb_06560,8/25/1986,17:35:07,71.045,-176.792,L1
pb_06576,6/21/1986,22:24:19,71.045,-173.615,L1
pb_06738,4/12/1989,20:28:43,71.045,-179.488,L0
pb_06787,9/5/1989,1:03:22,71.045,178.436,LA
pb_06871,10/23/1990,21:48:28,71.045,178.553,L2
pb_06935,4/6/1993,20:28:20,71.045,-159.384,L1
pb_06951,10/27/1993,21:28:59,71.045,-177.283,L1
pb_06956,4/13/1992,0:40:44,71.045,178.953,L1
pb_20017,5/21/1993,2:22:51,71.045,-176.376,L1
pb_06872,3/29/1990,7:18:19,71.046,-179.349,L3
pb_06883,4/8/1990,20:32:38,71.046,-177.669,L3
pb_06945,4/1/1993,23:38:21,71.046,179.847,L2
pb_06787,11/24/1989,23:09:07,71.047,178.588,L1
pb_06879,4/2/1990,4:08:52,71.047,-177.68,L2
pb_06756,10/7/1988,20:37:17,71.048,-153.45,L2
pb_06896,7/27/1991,21:23:05,71.048,-170.368,L2
pb_06902,2/21/1992,2:13:57,71.048,-177.338,L1
pb_06956,11/12/1992,20:30:23,71.048,-175.504,L2
pb_06981,5/10/1992,21:28:19,71.048,171.611,L2
pb_06441,11/6/1989,23:09:22,71.049,-160.149,L1
pb_06750,6/20/1989,21:37:54,71.049,-171.495,L2
pb_06876,5/9/1991,23:04:31,71.049,172.369,L0
pb_06944,4/28/1992,2:18:05,71.049,-176.902,LA
pb_06985,6/19/1993,22:43:23,71.05,171.133,L2
pb_06750,4/4/1989,3:01:56,71.051,-174.157,L2
pb_06935,11/28/1992,1:23:58,71.051,-153.005,L1
pb_20000,4/18/1993,21:52:42,71.051,-177.289,L3
pb_06710,7/12/1987,1:33:54,71.052,-174.101,L2
pb_06963,11/6/1992,22:38:30,71.052,-179.502,LB
pb_20004,12/1/1993,1:13:30,71.052,-155.126,LZ
pb_20022,8/3/1993,2:34:52,71.052,-175.42,L1
pb_06935,12/25/1992,0:59:37,71.053,-151.458,L2
pb_06962,9/12/1993,0:09:50,71.053,179.533,L1
pb_06743,1/17/1989,21:41:43,71.055,178.628,LZ
pb_06766,3/7/1989,23:41:41,71.055,-159.463,L1
pb_06868,4/20/1990,1:23:00,71.055,-168.058,L3
pb_06898,8/21/1991,21:39:39,71.055,176.851,L1
pb_06935,12/1/1992,0:48:35,71.055,-153.066,L1
pb_06945,4/24/1993,22:21:35,71.055,-176.566,L2
pb_06750,9/17/1988,21:11:16,71.056,-157.875,L1
pb_06766,7/30/1988,5:15:56,71.056,-159.627,L2
pb_06872,4/8/1990,20:41:16,71.056,-178.544,L3
pb_06935,1/2/1993,23:09:14,71.056,-151.988,L2
pb_06945,3/18/1993,1:01:59,71.056,179.992,LZ
pb_06756,11/5/1989,21:17:56,71.057,-166.024,L1
pb_06952,7/8/1992,1:33:27,71.057,-175.837,L2
pb_06871,5/7/1991,1:18:28,71.058,174.836,L1
pb_20013,10/10/1993,3:11:20,71.058,178.375,L1
pb_06738,7/20/1988,1:10:17,71.059,-173.422,L1
pb_06747,7/14/1988,6:08:21,71.059,-169.182,L2
pb_06799,8/18/1991,23:52:48,71.059,179.433,L1
pb_06876,6/14/1990,21:56:05,71.059,177.471,L2
pb_06895,10/18/1991,1:21:06,71.059,177.168,L1
pb_06935,1/11/1993,23:03:43,71.059,-152.039,L1
pb_06940,6/24/1992,21:27:07,71.059,-162.823,L2
pb_06877,5/21/1990,22:57:09,71.06,-172.145,L1
pb_06981,10/1/1992,23:28:16,71.06,174.498,L1
pb_20017,5/2/1993,22:52:00,71.06,-176.625,L1
pb_06872,4/3/1990,0:27:29,71.061,-179.364,L1
pb_06893,5/8/1992,0:22:37,71.061,-175.302,L2
pb_06935,12/28/1992,0:22:41,71.061,-151.362,L2
pb_06951,4/7/1992,6:06:10,71.061,-178.439,L1
pb_06985,7/8/1993,0:04:26,71.061,171.605,L1
pb_06956,9/26/1993,22:44:40,71.062,177.604,L1
pb_06983,4/3/1993,2:55:14,71.062,165.936,L3
pb_06743,3/16/1989,0:54:22,71.063,178.886,L1
pb_06872,4/5/1990,21:11:07,71.063,-179.306,L1
pb_06879,5/13/1990,22:16:01,71.063,-173.885,L2
pb_06951,7/17/1992,23:59:08,71.063,-166.845,LB
pb_06743,10/20/1988,2:11:47,71.064,178.844,LB
pb_06760,2/25/1989,0:45:02,71.064,-160.762,L2
pb_06760,9/20/1989,22:35:04,71.064,-163.585,L1
pb_06876,11/15/1990,2:39:35,71.064,177.958,L0
pb_06796,11/24/1990,22:16:12,71.065,174.332,L1
pb_06871,8/27/1990,20:16:59,71.065,178.794,L2
pb_06940,4/13/1992,20:45:54,71.065,-176.402,L3
pb_06981,5/17/1993,20:52:07,71.065,177.495,L1
pb_06985,5/23/1993,23:38:56,71.065,171.019,L3
pb_06787,10/28/1989,22:37:19,71.066,178.823,LB
pb_06796,12/21/1990,20:53:48,71.066,178.76,LZ
pb_20017,6/19/1993,22:20:37,71.067,-177.864,LB
pb_20034,8/6/1995,10:48:45,71.067,-163.53,LA
pb_06724,10/23/1987,20:17:52,71.068,-176.565,L1
pb_06985,6/23/1994,21:18:06,71.068,173.082,L2
pb_20000,7/19/1994,20:59:19,71.068,-164.3,L3
pb_06864,7/18/1992,20:22:50,71.069,-177.252,LA
pb_06864,3/4/1993,2:10:03,71.07,-177.623,L2
pb_06903,4/29/1991,22:47:35,71.07,-174.444,L1
pb_06974,10/31/1992,21:25:49,71.07,-170.537,L1
pb_20002,6/24/1994,0:36:24,71.07,177.791,L2
pb_20004,12/9/1993,20:22:43,71.07,-159.626,LB
pb_06750,9/14/1988,22:14:02,71.071,-159.328,L2
pb_06796,2/23/1991,15:31:15,71.071,178.734,L1
pb_06867,4/1/1990,6:11:41,71.071,-177.777,L2
pb_06871,2/20/1991,20:43:23,71.071,177.184,L1
pb_20000,7/28/1994,22:12:43,71.071,-163.419,L3
pb_06894,7/12/1991,22:19:08,71.072,-175.271,L1
pb_06898,6/25/1991,23:55:34,71.072,173.256,L2
pb_06944,5/21/1992,23:13:51,71.072,-175.053,LB
pb_06951,7/21/1993,0:47:46,71.072,-176.614,L0
pb_06900,7/15/1991,22:02:18,71.073,-175.143,L2
pb_06777,4/3/1989,6:46:44,71.074,-157.746,L2
pb_06782,11/12/1989,22:35:10,71.074,-166.886,L1
pb_06974,11/18/1992,23:49:46,71.074,-176.953,L2
pb_06796,7/7/1990,0:40:20,71.075,-173.039,L2
pb_06796,1/15/1991,2:14:03,71.075,178.33,LB
pb_06791,5/31/1989,20:40:02,71.076,-150.865,L1
pb_06796,1/12/1991,2:47:29,71.076,178.531,LB
pb_06750,8/3/1988,20:53:47,71.077,-161.625,L1
pb_06791,6/9/1989,20:39:15,71.077,-150.989,L1
pb_06796,1/23/1991,21:30:16,71.077,178.67,L1
pb_06874,3/30/1990,1:55:30,71.077,-177.761,L2
pb_06910,5/27/1991,20:13:18,71.078,174.446,L2
pb_06750,9/5/1988,22:12:07,71.079,-162.423,L2
pb_06799,8/24/1991,22:11:44,71.079,179.553,L1
pb_06871,1/31/1991,1:24:50,71.079,178.768,L1
pb_06944,4/24/1992,23:48:14,71.079,-177.161,L3
pb_06743,10/7/1988,23:58:50,71.08,178.79,LA
pb_06756,9/1/1988,22:08:27,71.08,-158.199,L1
pb_06874,3/29/1990,2:18:31,71.081,-177.744,L1
pb_06963,12/21/1992,23:56:08,71.081,-179.762,LB
pb_06983,4/17/1993,23:16:57,71.081,168.217,L1
pb_20034,9/5/1995,12:07:30,71.081,-161.421,L1
pb_06761,4/20/1988,22:19:18,71.082,-172.794,L3
pb_06796,12/18/1990,22:00:47,71.082,178.668,L0
pb_06900,7/21/1991,20:54:37,71.082,-175.378,L1
pb_06576,11/21/1986,21:54:36,71.083,-175.123,L1
pb_06982,12/6/1992,20:16:37,71.083,170.246,L2
pb_20000,4/20/1993,2:44:41,71.083,-177.057,L2
pb_06953,8/7/1992,2:16:45,71.084,-168.787,LZ
pb_20022,5/1/1993,21:34:22,71.084,-176.231,L2
pb_06796,1/26/1991,22:01:25,71.085,178.593,L1
pb_06981,4/23/1993,21:06:25,71.085,176.615,L0
pb_20011,8/26/1993,2:38:19,71.085,-177.139,L0
pb_20022,8/5/1993,23:15:48,71.085,-175.056,L1
pb_06873,7/1/1990,21:57:49,71.086,-162.845,L1
pb_06881,7/14/1991,21:31:24,71.086,-169.334,L1
pb_06791,5/29/1989,2:42:30,71.087,-151.359,L2
pb_06877,5/16/1990,1:43:27,71.087,-174.591,L1
pb_06898,4/6/1991,6:19:29,71.087,178.505,L2
pb_06940,6/13/1992,0:45:23,71.087,-163.692,L3
pb_06985,7/29/1993,0:52:40,71.087,169.146,L1
pb_06960,10/4/1992,21:08:32,71.088,-164.124,L1
pb_06871,2/2/1991,22:38:38,71.089,178.833,L1
pb_06871,2/11/1991,22:31:40,71.089,178.181,L1
pb_06875,11/3/1991,0:18:44,71.089,178.833,LA
pb_06902,2/17/1992,20:48:14,71.089,-177.438,L1
pb_20022,8/8/1993,20:57:14,71.089,-176.245,LB
pb_06881,8/11/1991,1:54:44,71.09,-169.034,L1
pb_06898,10/20/1991,22:40:31,71.09,177.334,L1
pb_06903,4/14/1991,22:50:53,71.09,-176.423,L1
pb_06881,11/30/1991,1:46:43,71.091,-171.206,LZ
pb_06886,8/23/1991,2:28:25,71.091,177.847,L1
pb_06956,4/16/1992,20:11:34,71.091,179.334,L1
pb_20000,5/26/1994,21:37:42,71.091,-173.841,L1
pb_06441,6/10/1986,19:24:36,71.092,-165.751,L1
pb_06900,6/25/1991,22:12:50,71.092,-173.775,L1
pb_20012,4/17/1994,1:02:53,71.092,-171.229,L0
pb_06441,6/11/1989,1:09:17,71.093,-168.006,L2
pb_06871,10/17/1990,20:58:07,71.093,178.625,L2
pb_06945,10/12/1993,21:13:19,71.093,178.733,LB
pb_06787,6/3/1989,22:56:15,71.094,178.221,L2
pb_06799,8/21/1991,23:20:24,71.094,179.416,L1
pb_06876,4/27/1990,21:41:02,71.094,176.77,LZ
pb_06879,4/8/1990,1:54:36,71.094,-177.224,L2
pb_06883,11/25/1990,22:06:47,71.094,175.334,L1
pb_06872,4/2/1990,7:25:58,71.095,-179.366,L1
pb_06903,5/17/1991,20:46:16,71.095,-171.608,L1
pb_06950,4/13/1992,2:19:09,71.095,-176.579,L2
pb_06732,8/6/1988,2:45:43,71.096,-173.413,L1
pb_06796,2/5/1991,0:01:45,71.096,178.648,LZ
pb_06871,4/8/1990,20:39:49,71.096,178.63,L3
pb_06875,10/12/1991,23:46:32,71.096,178.733,L0
pb_06900,7/30/1991,20:48:19,71.096,-175.462,L1
pb_06747,10/22/1988,19:34:31,71.097,-154.256,L2
pb_06760,10/5/1988,21:15:32,71.097,-146.798,L2
pb_06806,9/15/1990,3:03:08,71.097,178.972,LB
pb_06880,4/4/1990,0:57:37,71.097,-177.565,L2
pb_06955,8/13/1992,1:03:55,71.097,174.3,LB
pb_06981,5/26/1993,22:39:27,71.097,172.824,L1
pb_06893,3/14/1992,21:35:08,71.098,-174.052,L2
pb_06935,4/4/1993,2:33:35,71.098,-159.773,L0
pb_06750,9/2/1988,20:17:54,71.099,-162.875,L1
pb_06787,8/26/1989,23:34:35,71.099,177.677,LA
pb_06897,4/4/1991,2:10:41,71.099,178.664,L1
pb_06955,5/9/1992,0:10:35,71.099,176.861,L0
pb_06956,8/18/1992,2:19:01,71.099,-159.768,L2
pb_06983,9/10/1992,21:13:01,71.099,173.248,L2
pb_06576,10/16/1986,18:19:47,71.1,-174.256,L1
pb_06747,10/16/1988,17:14:56,71.1,-154.492,L1
pb_06760,10/30/1989,0:28:33,71.1,-161.195,LB
pb_06864,2/6/1991,22:47:18,71.1,-177.242,L3
pb_06944,6/3/1992,2:37:34,71.1,-173.203,L2
pb_06985,8/3/1993,22:01:03,71.1,169.659,L1
pb_06760,11/2/1989,2:38:21,71.101,-162.931,LZ
pb_06871,8/30/1990,20:47:39,71.101,179.071,LB
pb_06871,9/12/1990,0:27:27,71.101,178.952,L2
pb_06983,4/20/1993,23:48:18,71.101,168.466,L2
pb_06886,7/2/1991,22:50:35,71.102,-175.237,L3
pb_06935,12/30/1992,22:06:28,71.102,-151.859,L1
pb_06962,5/5/1992,2:37:52,71.102,-176.893,L2
pb_06935,12/18/1992,21:00:00,71.103,-152.048,L1
pb_06951,4/8/1992,20:06:11,71.103,-177.231,L1
pb_20022,10/14/1993,1:58:49,71.103,172.654,L1
pb_06756,7/6/1989,1:57:49,71.104,-157.551,L2
pb_06806,8/31/1990,2:22:56,71.104,178.436,LB
pb_06876,6/3/1990,2:18:38,71.104,177.16,L1
pb_20000,5/8/1993,2:26:26,71.104,-174.251,LB
pb_06799,9/6/1991,3:27:29,71.105,-177.968,L3
pb_06940,4/5/1994,23:16:34,71.105,-177.37,L2
pb_20000,10/25/1993,20:14:37,71.105,178.772,L0
pb_20002,3/19/1994,22:27:15,71.105,-174.062,LB
pb_20024,7/9/1993,20:25:25,71.105,-175.23,LA
pb_06962,4/28/1992,22:48:06,71.106,-177.349,L1
pb_06996,10/10/1993,21:52:22,71.106,178.284,L2
pb_06747,10/12/1988,18:04:30,71.107,-154.35,L1
pb_06796,11/18/1990,23:27:55,71.107,174.073,L3
pb_06873,6/19/1990,21:01:57,71.107,-166.809,L1
pb_06886,9/27/1991,22:53:25,71.108,179.71,L1
pb_06886,9/30/1991,23:58:59,71.108,179.695,L1
pb_06962,7/13/1992,2:14:28,71.108,-169.774,L2
pb_06710,8/23/1987,2:26:14,71.109,-176.546,L2
pb_06760,4/8/1989,4:57:13,71.109,-160.27,L1
pb_06873,5/26/1990,22:17:23,71.109,-166.532,L2
pb_06876,8/11/1990,0:59:24,71.109,177.136,L1
pb_06944,4/21/1992,23:10:21,71.109,-177.353,L1
pb_06951,4/10/1992,23:41:59,71.109,-177.145,L1
pb_20000,10/22/1993,22:29:26,71.109,178.701,LA
pb_06760,8/12/1988,22:24:30,71.11,-158.838,L1
pb_06881,7/18/1991,2:39:38,71.11,-168.428,LB
pb_06981,8/18/1992,2:21:05,71.11,177.62,L2
pb_06868,5/29/1990,2:28:13,71.111,-161.943,L1
pb_06871,8/22/1990,0:10:44,71.111,178.567,LZ
pb_06946,4/25/1992,2:56:58,71.111,-176.772,L3
pb_20024,10/19/1993,21:25:53,71.111,175.336,L1
pb_06756,5/29/1988,2:47:56,71.112,-170.367,L2
pb_06870,4/30/1990,0:12:43,71.112,178.054,L2
pb_06951,4/8/1992,7:27:00,71.112,-177.286,L3
pb_06998,6/24/1993,23:23:49,71.112,-175.454,L2
pb_20017,5/15/1993,2:50:51,71.112,-177.034,L1
pb_06950,4/9/1992,3:42:09,71.113,-177.346,L3
pb_06956,4/15/1992,4:56:32,71.113,178.976,L2
pb_06962,5/2/1992,2:15:48,71.113,-177.128,L2
pb_06595,6/25/1987,2:15:41,71.114,-169.258,L1
pb_06760,4/9/1989,2:52:44,71.114,-160.232,L2
pb_06806,9/11/1990,22:48:51,71.114,178.898,L1
pb_06981,5/25/1992,20:46:52,71.114,172.847,L1
pb_20001,8/9/1994,21:42:43,71.114,-175.347,L1
pb_20012,10/1/1994,20:57:23,71.114,-175.175,LA
pb_06787,8/24/1989,1:47:41,71.115,178.465,L1
pb_06868,5/26/1990,0:20:03,71.115,-162.313,L2
pb_20001,5/14/1993,1:12:53,71.115,-176.165,L2
pb_06872,6/26/1990,2:43:21,71.116,-164.175,L1
pb_06872,6/29/1990,0:25:57,71.116,-161.851,L2
pb_06897,4/5/1991,21:10:39,71.116,178.575,L1
pb_20011,9/15/1993,21:38:26,71.116,178.834,L1
pb_06799,5/6/1991,1:29:38,71.117,-177.55,L2
pb_06950,4/12/1992,2:10:39,71.117,-177.242,L2
pb_06951,4/10/1992,2:35:46,71.117,-177.138,L1
pb_06799,8/28/1991,3:10:32,71.118,179.787,L1
pb_06880,4/1/1990,2:51:55,71.118,-177.696,LB
pb_06897,6/15/1991,22:45:38,71.118,171.448,L2
pb_06935,12/22/1992,1:34:28,71.118,-151.804,L1
pb_06983,4/8/1993,21:27:05,71.118,167.499,L2
pb_06983,4/24/1993,3:36:21,71.118,169.278,L2
pb_06880,3/31/1990,1:40:51,71.119,-177.608,L1
pb_06900,6/28/1991,20:16:15,71.119,-174.739,L1
pb_06985,11/15/1994,2:54:07,71.119,-179.051,L0
pb_06747,10/8/1988,20:11:23,71.12,-154.332,L2
pb_06747,10/14/1988,2:13:43,71.12,-154.413,L1
pb_06756,4/12/1989,21:44:34,71.12,-154.503,L1
pb_06791,6/26/1990,0:10:32,71.12,-164.719,LB
pb_06867,4/22/1990,21:31:04,71.12,-176.156,L1
pb_06956,4/16/1992,3:04:02,71.12,179.483,L2
pb_06870,4/26/1990,20:45:49,71.121,178.025,L1
pb_06898,7/5/1991,1:50:26,71.121,172.758,L2
pb_06960,5/2/1992,0:35:56,71.121,-176.216,L3
pb_06983,4/5/1993,20:50:37,71.121,167.374,L3
pb_06871,4/23/1990,22:59:50,71.122,178.648,L2
pb_06879,4/23/1990,2:32:39,71.122,-174.469,L2
pb_06880,6/8/1990,21:21:43,71.122,169.754,L3
pb_06959,9/11/1992,0:30:35,71.122,179.023,L1
pb_06960,9/28/1992,23:59:28,71.122,-164.706,L1
pb_06981,5/2/1993,22:53:50,71.122,174.053,LB
pb_20000,5/4/1993,22:09:30,71.122,-174.619,L2
pb_06747,10/12/1988,1:44:07,71.123,-154.38,L2
pb_06871,10/21/1990,1:26:07,71.123,178.869,L2
pb_06871,3/13/1991,23:47:40,71.123,178.205,L1
pb_06879,4/1/1990,1:28:05,71.123,-177.599,L2
pb_20011,9/12/1993,23:53:14,71.123,178.814,L1
pb_20012,11/18/1993,0:51:50,71.123,-158.886,L1
pb_20017,4/29/1993,21:22:18,71.123,-177.097,L1
pb_06871,9/6/1990,1:18:28,71.124,178.773,L2
pb_20011,9/21/1993,23:36:33,71.124,178.895,L1
pb_06710,8/25/1987,19:11:19,71.125,-176.404,L1
pb_06765,4/15/1988,22:13:26,71.125,-167.469,L2
pb_06791,9/13/1989,20:27:06,71.125,-163.666,L1
pb_06871,3/28/1990,4:22:44,71.125,178.979,L2
pb_06874,11/24/1990,2:32:47,71.125,-177.064,L2
pb_06886,5/24/1991,22:59:45,71.125,-173.693,L1
pb_06985,9/10/1994,2:43:38,71.125,-178.941,LA
pb_20000,5/10/1993,23:19:41,71.125,-174.94,L2
pb_06747,10/11/1988,2:06:18,71.126,-154.388,L3
pb_06871,5/15/1990,1:09:52,71.126,178.605,L2
pb_06743,3/12/1989,23:33:32,71.127,178.851,LB
pb_06777,4/4/1989,1:24:20,71.127,-157.807,L2
pb_06806,9/18/1990,2:21:04,71.127,179.44,L1
pb_06880,3/30/1990,6:54:17,71.127,-177.627,L2
pb_06996,8/15/1993,2:25:02,71.127,-176.534,L1
pb_06756,10/4/1988,21:10:38,71.128,-153.257,L1
pb_06766,11/6/1988,4:18:19,71.128,-173.307,L2
pb_06960,4/28/1992,20:41:54,71.128,-176.399,L2
pb_06963,4/14/1992,1:44:47,71.128,-178.013,L1
pb_06985,9/21/1994,21:18:12,71.128,-179.12,L1
pb_20001,5/2/1993,0:55:02,71.128,-175.796,L1
pb_06871,4/3/1990,2:07:24,71.129,178.752,L2
pb_06871,7/29/1990,2:40:10,71.129,178.763,L1
pb_06871,10/8/1990,20:55:20,71.129,178.797,L1
pb_06760,9/2/1988,21:56:49,71.13,-162.078,L1
pb_06879,3/30/1990,6:58:02,71.13,-177.674,L1
pb_06777,5/12/1990,2:15:27,71.131,-175.291,L1
pb_06911,10/8/1991,20:45:06,71.131,-178.972,LB
pb_06950,4/11/1992,4:39:00,71.131,-177.34,L2
pb_06787,9/8/1989,1:34:25,71.132,178.61,L1
pb_06806,9/3/1990,1:48:59,71.132,178.8,L0
pb_06871,4/12/1990,1:12:03,71.132,178.709,L2
pb_06935,5/5/1992,2:36:52,71.132,-176.757,L2
pb_06944,4/19/1992,0:13:31,71.132,-177.406,L1
pb_20001,10/20/1993,2:55:01,71.132,175.384,L1
pb_06756,4/21/1989,21:55:09,71.133,-155.009,L2
pb_06871,9/8/1990,22:17:33,71.133,178.849,L1
pb_06881,6/26/1990,1:51:39,71.133,-165.853,L2
pb_06911,5/23/1991,20:24:44,71.133,-176.954,L2
pb_06974,7/6/1992,22:27:44,71.133,-166.782,L1
pb_06809,12/22/1990,22:08:51,71.134,168.604,L2
pb_06870,5/18/1990,1:22:03,71.134,175.91,L2
pb_06950,4/10/1992,2:34:27,71.134,-177.305,L2
pb_06985,9/24/1994,22:18:51,71.134,-179.029,L1
pb_06903,7/4/1991,20:46:05,71.135,-174.825,LB
pb_06441,11/22/1988,0:06:27,71.136,-159.155,LB
pb_06864,8/6/1991,21:11:07,71.136,-170.192,L2
pb_06871,10/14/1990,21:54:36,71.136,178.72,L2
pb_06895,8/13/1991,2:48:05,71.136,-177.096,L1
pb_06935,8/24/1992,2:12:13,71.136,-158.776,LB
pb_06940,6/21/1992,21:35:31,71.136,-163.729,L3
pb_06944,5/9/1992,20:35:32,71.136,-175.979,L1
pb_06787,6/6/1989,21:46:34,71.137,178.368,L2
pb_06799,9/2/1991,22:00:24,71.137,-179.915,L2
pb_06871,8/24/1990,22:26:28,71.137,178.795,L0
pb_06876,4/4/1992,0:32:50,71.137,179.507,LB
pb_06875,11/8/1991,23:09:17,71.138,178.982,LB
pb_06876,5/1/1990,1:27:43,71.138,177.043,L1
pb_06910,4/30/1991,22:20:54,71.138,178.597,LB
pb_20013,10/12/1993,22:50:16,71.138,178.571,L1
pb_06960,4/14/1992,0:16:30,71.139,-177.537,LA
