animal,date,time,latitude,longitude,LocationQuality
pb_06895,10/29/1991,23:24:06,68.863,-178.422,L0
pb_06806,5/14/1990,22:31:06,68.864,-173.26,L2
pb_06864,6/9/1990,0:40:39,68.864,-176.891,L1
pb_06911,6/14/1991,2:51:05,68.864,-178.517,L1
pb_06875,6/15/1991,2:18:05,68.865,-173.22,L2
pb_06996,6/20/1994,2:15:31,68.865,-172.66,L1
pb_06964,1/12/1993,0:41:57,68.866,-168.017,L1
pb_06579,4/16/1986,21:38:48,68.867,-168.432,L1
pb_06732,10/2/1988,2:45:48,68.869,-176.535,L2
pb_06738,4/20/1988,22:58:22,68.872,-174.548,L2
pb_06772,12/5/1989,12:38:31,68.872,-176.292,L1
pb_06864,1/2/1991,1:16:36,68.872,-176.95,L2
pb_06899,11/17/1991,23:03:04,68.872,-177.446,LB
pb_06952,6/8/1992,0:50:36,68.872,-173.968,L1
pb_06960,6/10/1992,1:49:33,68.872,-168.292,L2
pb_06724,4/21/1987,1:12:26,68.873,-166.096,L2
pb_06953,6/21/1993,0:12:51,68.873,-175.894,L2
pb_20021,6/21/1994,20:35:17,68.874,-169.263,L0
pb_20021,6/25/1994,19:10:31,68.874,-169.273,LB
pb_20026,1/25/1996,18:21:19,68.874,-173.707,LA
pb_06864,1/8/1991,0:12:18,68.875,-177.435,L1
pb_20026,1/19/1996,19:30:56,68.875,-173.723,LA
pb_06802,6/25/1990,0:35:32,68.876,-173.79,L1
pb_06732,5/1/1988,21:41:59,68.877,-168.065,L1
pb_06896,5/19/1991,22:50:48,68.877,-169.66,L3
pb_06953,6/13/1992,23:40:08,68.877,-173.118,L1
pb_06865,7/17/1990,22:33:06,68.878,-179.167,L1
pb_06870,6/26/1990,1:52:30,68.878,-177.817,L2
pb_06732,11/13/1989,1:02:31,68.879,-177.235,L2
pb_06865,7/27/1990,0:05:15,68.879,-179.211,L1
pb_06950,6/21/1992,2:53:52,68.879,-170.63,L2
pb_06560,4/13/1986,18:02:28,68.88,-168.374,L1
pb_06569,4/13/1987,18:07:06,68.88,-171.212,L2
pb_06576,5/29/1986,2:21:25,68.881,-172.993,L1
pb_06732,5/23/1988,1:30:47,68.882,-167.29,LZ
pb_06756,4/20/1990,1:21:24,68.882,-172.819,L2
pb_06898,11/20/1991,0:19:15,68.882,-179.212,L2
pb_20001,6/26/1994,1:49:39,68.883,-174.368,L1
pb_06865,7/20/1990,20:27:22,68.884,-179.158,L1
pb_06886,6/20/1991,20:54:17,68.884,-174.901,L2
pb_06936,11/7/1992,2:15:31,68.884,-176.406,L2
pb_06936,1/15/1993,1:46:25,68.884,-168.941,L2
pb_06951,6/14/1992,23:59:32,68.884,-171.773,L1
pb_06594,5/27/1987,21:25:56,68.885,-168.417,L1
pb_06946,2/13/1993,0:56:29,68.885,-174.397,L1
pb_06743,7/10/1988,2:33:55,68.886,-173.251,L1
pb_06766,12/9/1988,0:20:23,68.886,-174.673,L2
pb_20026,7/8/1995,19:17:47,68.887,-177.96,LA
pb_06725,6/1/1987,2:13:41,68.889,-173.802,L1
pb_06791,5/26/1991,21:29:09,68.889,-168.276,L1
pb_06951,6/29/1993,20:29:04,68.889,-177.21,L2
pb_06766,1/13/1989,1:09:54,68.89,-168.433,L2
pb_06796,6/9/1990,21:12:04,68.89,-173.316,L2
pb_06718,6/3/1988,2:54:47,68.891,-168.07,L3
pb_06732,11/9/1989,22:04:51,68.892,-178.39,L2
pb_06560,5/5/1986,0:21:12,68.894,-169.583,L1
pb_20023,1/29/1994,22:25:56,68.894,-179.02,L1
pb_06862,6/17/1990,0:16:03,68.896,-172.074,L1
pb_06882,3/4/1991,22:44:51,68.896,-166.829,L1
pb_06732,5/4/1988,22:13:15,68.897,-167.272,L1
pb_06760,11/28/1989,23:15:05,68.897,-174.052,L1
pb_06738,5/18/1988,2:29:18,68.898,-172.977,L0
pb_06953,6/18/1993,2:28:38,68.898,-175.428,L2
pb_20026,7/14/1995,19:59:42,68.898,-176.418,L1
pb_20023,5/24/1994,0:15:33,68.899,-178.009,L2
pb_06441,3/3/1989,21:52:05,68.9,-166.46,L2
pb_20023,7/7/1994,23:07:46,68.9,-175.318,L1
pb_20026,5/21/1995,21:36:38,68.9,-172.698,L3
pb_06441,3/27/1989,21:24:02,68.901,-164.833,L1
pb_06560,4/19/1986,18:47:59,68.904,-169.581,L1
pb_06806,5/23/1990,23:26:55,68.904,-173.093,L1
pb_06806,6/4/1990,23:42:43,68.906,-173.736,L2
pb_06958,5/2/1993,21:13:32,68.906,-172.159,L2
pb_06899,3/22/1992,23:26:13,68.909,-175.391,L1
pb_20026,3/25/1996,20:57:10,68.909,-177.085,LB
pb_06792,5/29/1990,2:30:15,68.913,-171.135,L2
pb_06963,4/12/1993,0:57:12,68.914,-175.446,L1
pb_20034,5/20/1995,13:12:17,68.915,-173.173,L3
pb_06441,3/30/1989,21:53:39,68.916,-164.865,L2
pb_06881,6/12/1991,1:57:54,68.916,-172.901,L1
pb_06942,6/3/1992,21:18:02,68.918,-167.207,L1
pb_20026,1/7/1996,21:17:45,68.919,-174.936,LA
pb_06875,6/6/1991,2:39:16,68.92,-176.08,L1
pb_06899,6/24/1991,2:19:26,68.92,-177.04,L2
pb_06743,8/12/1988,0:20:39,68.923,-175.665,LA
pb_06864,12/26/1990,21:24:19,68.923,-177.092,LB
pb_06953,6/11/1992,1:58:32,68.923,-172.914,L1
pb_06958,5/13/1992,23:43:06,68.923,-176.692,L1
pb_06791,4/24/1991,2:05:43,68.924,-169.863,L2
pb_06870,6/22/1990,23:47:19,68.924,-178.885,L1
pb_06946,1/26/1993,1:13:59,68.925,-173.534,LZ
pb_20026,1/13/1996,19:06:10,68.925,-173.832,L1
pb_06732,6/22/1989,22:30:43,68.926,-173.345,L1
pb_06953,6/11/1993,21:54:20,68.926,-174.419,L2
pb_20021,6/27/1994,18:48:06,68.926,-170.119,LA
pb_20026,5/27/1995,18:37:50,68.929,-172.263,L3
pb_06956,5/22/1992,23:51:55,68.93,-172.517,L3
pb_06766,5/7/1989,4:10:37,68.931,-166.716,L2
pb_06945,11/23/1993,22:38:13,68.931,-175.959,LB
pb_06951,1/20/1993,2:27:32,68.931,-164.691,L1
pb_20001,4/15/1994,3:10:46,68.931,-168.866,L1
pb_20026,3/31/1996,22:22:51,68.932,-176.544,L2
pb_06952,5/8/1992,22:27:58,68.933,-178.02,L3
pb_06732,5/13/1988,20:38:52,68.935,-166.746,L2
pb_06899,3/19/1992,23:08:28,68.935,-175.276,L1
pb_06750,7/2/1988,2:42:49,68.936,-169.161,L1
pb_06981,11/21/1992,23:59:24,68.936,-179.054,L1
pb_06760,12/4/1989,22:43:25,68.937,-176.311,L1
pb_06775,11/13/1989,21:29:36,68.937,-164.517,L1
pb_06951,1/23/1993,1:47:43,68.937,-166.727,L1
pb_20017,10/25/1993,13:28:47,68.937,-178.901,LA
pb_06732,5/17/1988,2:40:00,68.939,-167.044,L2
pb_06754,5/31/1989,0:24:13,68.939,-170.446,L1
pb_06802,6/28/1990,0:36:48,68.939,-173.549,L2
pb_06718,5/31/1988,0:06:51,68.941,-168.706,L2
pb_06867,6/25/1990,1:10:12,68.941,-173.713,L3
pb_06899,6/11/1992,23:29:12,68.941,-176.04,L1
pb_06732,5/19/1988,21:48:56,68.942,-167.265,L1
pb_06875,6/26/1991,22:21:55,68.943,-178.887,L2
pb_06875,7/14/1990,21:28:26,68.944,-175.362,L0
pb_06560,4/29/1986,13:29:02,68.947,-169.02,L1
pb_06760,5/20/1988,21:28:21,68.948,-169.749,L1
pb_06895,6/23/1991,2:39:09,68.948,-167.982,L1
pb_06718,4/21/1988,22:48:42,68.949,-169.332,L2
pb_06569,5/28/1987,19:24:53,68.95,-165.358,L2
pb_06749,7/10/1988,22:54:32,68.95,-174.479,L2
pb_06883,7/1/1990,21:58:48,68.951,-174.136,L1
pb_06750,7/5/1988,2:11:29,68.952,-170.008,L2
pb_06796,4/29/1990,1:26:28,68.953,-172.985,L2
pb_06952,6/10/1992,22:33:49,68.953,-173.278,L3
pb_06956,5/26/1992,1:48:07,68.954,-172.154,L2
pb_06743,7/12/1988,23:50:41,68.955,-172.633,L1
pb_06964,6/11/1993,3:09:39,68.955,-171.195,L1
pb_06981,12/9/1992,21:20:26,68.956,-178.836,L2
pb_06568,5/17/1986,22:31:57,68.957,-174.759,L1
pb_06911,6/16/1991,20:49:32,68.957,-176.638,L0
pb_06956,5/16/1992,22:38:49,68.958,-175.811,L2
pb_06568,6/7/1986,19:06:41,68.959,-174.387,L1
pb_06864,6/26/1990,21:29:17,68.96,-173.317,LB
pb_06747,5/24/1988,6:15:42,68.961,-167.557,L1
pb_06962,6/17/1993,0:57:18,68.961,-172.616,L1
pb_06732,2/16/1989,21:03:41,68.962,-173.798,L1
pb_06732,4/13/1988,22:33:24,68.964,-172,L3
pb_06882,3/7/1991,23:13:32,68.964,-166.549,L1
pb_06958,6/7/1992,2:43:27,68.964,-174.858,L1
pb_06981,12/12/1992,23:08:41,68.964,-178.669,L1
pb_06791,5/5/1990,20:17:19,68.965,-168.73,LZ
pb_06964,1/20/1993,22:35:01,68.965,-166.323,L1
pb_06874,6/3/1991,20:50:04,68.967,-171.045,L1
pb_06958,5/10/1992,21:28:30,68.967,-177.068,L1
pb_06562,6/3/1986,15:36:38,68.969,-173.976,L1
pb_06791,5/23/1991,23:23:56,68.97,-168.279,L1
pb_06562,5/31/1986,20:19:04,68.971,-172.032,L2
pb_06775,11/17/1989,0:19:21,68.971,-165.691,L2
pb_06441,4/2/1989,20:48:18,68.972,-164.753,L2
pb_06796,5/1/1990,21:31:48,68.972,-173.272,L3
pb_06562,5/19/1986,16:41:06,68.976,-170.691,L1
pb_06981,12/7/1992,1:15:36,68.976,-178.32,L2
pb_20023,7/1/1994,22:02:17,68.977,-176.756,LA
pb_20034,5/22/1994,9:25:56,68.978,-174.693,LB
pb_06782,5/2/1990,19:46:53,68.979,-167.396,L1
pb_06946,2/15/1993,21:40:57,68.981,-175.004,L2
pb_06953,7/12/1994,20:47:17,68.981,-173.571,L1
pb_06981,11/25/1992,0:34:25,68.983,-179.275,L1
pb_06996,7/13/1994,19:21:16,68.985,-174.434,L1
pb_06911,6/22/1991,21:44:18,68.987,-174.922,L2
pb_06962,5/3/1993,3:24:43,68.988,-170.263,L1
pb_20023,8/15/1994,20:45:27,68.988,-176.402,LA
pb_06441,12/18/1985,21:51:36,68.989,-166.147,L1
pb_06775,12/13/1989,20:59:05,68.99,-171.212,L2
pb_06792,12/6/1990,21:46:16,68.991,-175.841,L3
pb_06718,4/26/1987,3:58:30,68.992,-168.454,L3
pb_06792,12/10/1990,2:13:00,68.994,-176.907,L1
pb_06796,5/5/1990,0:19:43,68.994,-173.283,L2
pb_06903,5/8/1992,22:09:42,68.995,-172.958,L2
pb_06441,3/9/1989,19:38:57,68.997,-165.534,LB
pb_06791,4/27/1991,1:31:37,68.997,-170.004,L1
pb_06560,4/23/1986,5:15:09,68.998,-169.578,L3
pb_06791,5/18/1991,2:36:07,69,-170.912,L2
pb_06743,7/25/1988,0:12:08,69.001,-175.334,LA
pb_06809,7/8/1991,23:49:11,69.001,-177.351,L1
pb_06950,6/24/1992,1:48:46,69.003,-171.021,LZ
pb_06732,6/14/1989,3:31:05,69.005,-171.294,LA
pb_06791,12/4/1991,23:05:40,69.006,-178.685,L2
pb_06935,6/25/1994,2:09:35,69.006,-168.857,LB
pb_06996,1/23/1994,23:36:52,69.006,-178.807,L1
pb_06946,2/21/1993,22:50:29,69.007,-175.36,L0
pb_06796,5/8/1990,2:09:12,69.01,-173.759,L2
pb_20023,7/17/1994,0:54:45,69.01,-174.95,L1
pb_06441,3/6/1989,20:43:22,69.011,-166.552,L1
pb_06756,4/13/1990,23:05:01,69.011,-173.924,L2
pb_06799,5/29/1991,22:37:01,69.011,-173.246,L1
pb_06962,5/29/1993,23:12:22,69.013,-172.342,LB
pb_06958,1/17/1993,23:31:21,69.014,-166.379,L1
pb_06743,7/21/1988,23:02:57,69.015,-173.944,L1
pb_06940,12/10/1992,0:38:00,69.016,-172.799,L1
pb_06886,4/30/1991,23:08:19,69.019,-177.984,L1
pb_06875,5/27/1991,22:59:36,69.021,-174.593,L1
pb_06569,6/4/1987,1:39:35,69.022,-166.011,L1
pb_06910,4/18/1992,23:07:06,69.023,-174.409,LB
pb_06875,6/21/1990,0:27:39,69.026,-177.605,L2
pb_06962,12/12/1992,20:42:17,69.026,-170.529,L0
pb_06718,3/31/1988,4:28:58,69.028,-164.62,L2
pb_06772,5/5/1989,6:34:33,69.029,-168.447,L1
pb_06974,6/15/1992,23:43:28,69.029,-167.157,L2
pb_06900,6/5/1991,2:30:23,69.03,-168.364,L1
pb_06942,6/15/1992,21:35:14,69.03,-167.327,L2
pb_06744,9/30/1988,23:33:08,69.031,-174.615,L1
pb_06760,6/1/1988,20:25:52,69.031,-169.989,L1
pb_06760,6/2/1989,0:58:29,69.032,-171.061,L1
pb_06895,11/5/1991,1:32:30,69.032,-179.983,L0
pb_20004,4/5/1994,21:39:28,69.033,-175.049,L1
pb_06718,4/10/1988,2:38:36,69.036,-166.454,L3
pb_06804,11/27/1990,15:01:29,69.036,-171.801,LZ
pb_06942,5/26/1992,1:46:29,69.036,-166.801,L3
pb_06942,6/18/1992,22:39:31,69.036,-167.546,L2
pb_06760,6/4/1989,20:52:36,69.037,-171.251,L2
pb_06804,6/7/1990,23:11:13,69.038,-173.847,L1
pb_06732,6/10/1989,21:48:16,69.04,-171.051,LA
pb_06802,5/5/1990,2:02:39,69.04,-173.427,L2
pb_06870,7/10/1990,20:11:11,69.041,-175.719,L1
pb_06898,12/5/1991,2:54:42,69.041,-177.396,L2
pb_06593,8/31/1987,2:38:52,69.042,-177.561,L1
pb_06743,8/14/1988,23:47:10,69.042,-176.723,LB
pb_06560,4/16/1986,17:30:50,69.043,-168.783,L1
pb_06713,8/7/1987,20:44:08,69.044,-178.434,L1
pb_06804,12/1/1990,16:01:18,69.044,-172.642,L2
pb_06899,6/6/1992,2:53:21,69.045,-177.134,LZ
pb_06960,6/13/1992,1:31:46,69.047,-168.871,L2
pb_06791,4/30/1991,0:56:31,69.048,-169.684,L1
pb_06883,1/12/1991,19:02:19,69.048,-179.647,LA
pb_06772,5/30/1989,1:31:33,69.049,-173.1,L3
pb_06864,11/27/1992,20:25:13,69.049,-176.941,L1
pb_06725,5/25/1987,18:48:26,69.05,-173.771,L1
pb_06936,5/28/1992,21:43:58,69.054,-165.192,L1
pb_06760,5/27/1988,0:48:54,69.055,-170.588,L1
pb_06760,1/28/1989,19:22:46,69.055,-167.076,L1
pb_06874,6/19/1991,1:32:15,69.055,-173.22,L1
pb_06882,3/10/1991,20:26:04,69.055,-166.938,L2
pb_06569,6/7/1987,1:10:39,69.057,-166.56,L1
pb_06935,5/13/1994,21:17:10,69.057,-173.509,L1
pb_06952,6/14/1992,3:01:34,69.058,-173.426,L2
pb_06796,5/17/1990,1:30:04,69.06,-175.063,L1
pb_06562,4/1/1986,20:59:58,69.061,-168.974,L1
pb_06718,7/15/1988,0:45:50,69.061,-172.731,LA
pb_06770,11/26/1989,22:34:16,69.061,-169.817,L2
pb_06951,7/3/1993,0:21:27,69.061,-176.715,LB
pb_06883,1/10/1991,16:58:11,69.062,-179.68,L1
pb_06953,6/27/1993,2:28:33,69.062,-177.535,L2
pb_06710,4/28/1987,1:37:07,69.063,-167.364,L2
pb_06718,5/28/1988,1:31:03,69.063,-170.974,L3
pb_06760,5/30/1988,0:16:00,69.063,-169.775,L1
pb_06806,5/26/1990,22:04:12,69.063,-171.899,L2
pb_06441,3/24/1989,19:59:18,69.066,-164.798,L1
pb_06760,1/26/1989,0:43:24,69.066,-167.309,L1
pb_06952,11/27/1992,8:09:17,69.066,-177.048,L1
pb_06796,5/14/1990,1:36:30,69.067,-174.533,LA
pb_06756,4/17/1990,1:45:57,69.068,-173.28,L1
pb_06562,5/28/1986,21:47:49,69.069,-170.907,L3
pb_06782,4/27/1990,1:19:42,69.069,-167.43,L1
pb_06900,6/7/1991,20:54:19,69.069,-169.519,L1
pb_06732,4/16/1988,23:41:16,69.07,-171.989,L2
pb_06875,5/3/1991,22:53:59,69.07,-179.055,L1
pb_06882,11/8/1990,1:25:50,69.071,-176.885,L3
pb_06903,1/1/1992,2:09:20,69.071,-171.671,LB
pb_06946,2/18/1993,23:44:10,69.071,-174.943,L1
pb_06766,5/4/1989,0:23:39,69.072,-165.048,L1
pb_06864,12/24/1990,3:01:11,69.072,-177.72,L1
pb_06953,7/12/1993,2:10:15,69.073,-177.628,LB
pb_06953,6/16/1992,21:24:30,69.074,-172.75,L1
pb_06946,5/5/1993,1:19:20,69.075,-174.89,L1
pb_06963,4/6/1993,0:29:20,69.075,-175.606,L0
pb_06796,5/10/1990,23:24:40,69.078,-174.233,L3
pb_06936,6/15/1992,23:15:38,69.078,-167.67,L1
pb_06725,5/23/1987,2:13:49,69.079,-173.257,L2
pb_06804,6/17/1990,2:39:47,69.079,-174.91,L1
pb_06809,5/23/1990,23:27:48,69.079,-167.592,L1
pb_06864,6/5/1990,21:55:02,69.08,-177.062,L1
pb_06894,6/3/1991,21:41:14,69.081,-176.659,L2
pb_06569,8/2/1986,1:15:33,69.082,-177.394,L1
pb_06799,4/17/1991,22:13:48,69.082,-176.025,LA
pb_06804,6/23/1990,1:19:08,69.082,-174.271,LA
pb_06766,12/3/1988,4:26:12,69.083,-176.021,L2
pb_06782,5/6/1990,0:10:08,69.084,-166.955,L2
pb_06802,4/25/1990,22:38:44,69.084,-171.758,L2
pb_20023,8/3/1994,21:16:46,69.084,-176.481,LA
pb_06886,6/15/1991,2:28:23,69.085,-173.886,L2
pb_20012,3/24/1994,2:15:24,69.085,-166.171,L1
pb_06760,1/22/1989,19:51:18,69.086,-166.397,L0
pb_06974,6/22/1992,2:33:02,69.087,-167.018,L1
pb_06766,6/3/1988,4:18:59,69.09,-167.995,L2
pb_06936,6/18/1992,21:00:05,69.09,-169.023,L2
pb_20012,3/27/1994,0:21:15,69.09,-166.285,L1
pb_06756,12/26/1989,22:44:32,69.092,-175.322,L2
pb_06953,6/15/1993,1:23:16,69.092,-174.912,L2
pb_06441,3/21/1989,23:52:21,69.093,-164.708,LA
pb_06593,8/27/1987,18:07:09,69.093,-177.365,L3
pb_06744,7/8/1988,22:05:32,69.093,-166.248,L2
pb_20026,10/1/1994,8:29:30,69.093,-177.445,LB
pb_06959,11/18/1992,21:41:56,69.094,-177.277,L2
pb_06718,4/1/1988,2:36:12,69.096,-165.181,L2
pb_06766,7/2/1988,18:13:43,69.098,-167.87,L1
pb_06569,5/23/1987,0:52:09,69.101,-164.6,L2
pb_06738,5/14/1988,20:17:22,69.101,-174.809,L2
pb_06936,5/25/1992,22:49:24,69.101,-165.308,L2
pb_06974,6/12/1992,22:11:18,69.101,-168.718,L2
pb_06569,6/1/1987,4:17:30,69.102,-165.791,L1
pb_20001,6/29/1994,1:18:48,69.103,-175.116,LB
pb_06710,5/25/1987,0:05:15,69.104,-164.498,L1
pb_06760,5/12/1989,1:14:26,69.105,-168.187,L1
pb_06735,7/13/1988,2:25:30,69.106,-172.984,L1
pb_20022,7/1/1994,22:00:26,69.106,-176.136,L1
pb_06738,4/26/1988,23:35:10,69.107,-175.736,L2
pb_06936,6/22/1992,2:29:32,69.108,-168.818,L1
pb_06569,5/17/1987,4:40:56,69.109,-165.124,L2
pb_06874,3/8/1991,22:54:41,69.111,-172.486,L3
pb_06750,6/2/1989,21:27:40,69.112,-166.034,L1
pb_20012,4/2/1994,0:49:41,69.112,-167.038,LZ
pb_06595,4/5/1988,15:39:39,69.113,-171.492,LZ
pb_06875,5/31/1991,1:45:08,69.113,-174.572,L0
pb_06940,12/16/1992,2:48:20,69.114,-172.46,L3
pb_06864,12/21/1990,2:09:30,69.115,-178.01,L3
pb_06998,5/22/1993,23:22:13,69.115,-174.983,L3
pb_06883,1/9/1991,15:25:28,69.116,-179.927,L0
pb_06953,7/9/1993,1:33:14,69.118,-178.092,L2
pb_06799,7/5/1991,1:47:32,69.119,-176.999,L1
pb_06804,12/2/1990,15:49:22,69.12,-172.585,LZ
pb_06875,5/24/1991,21:21:03,69.12,-174.964,L1
pb_06942,6/12/1992,23:07:13,69.12,-166.982,L3
pb_06962,5/20/1993,22:06:21,69.121,-170.256,L2
pb_06732,6/4/1989,20:54:00,69.122,-171.235,L2
pb_06899,3/28/1992,21:38:13,69.122,-175.046,L1
pb_06962,12/10/1992,0:37:17,69.122,-172.361,L1
pb_06799,6/16/1991,22:32:02,69.125,-177.336,L2
pb_06732,6/8/1989,1:40:24,69.127,-170.821,L1
pb_06756,12/18/1989,1:35:13,69.127,-176.44,L3
pb_06958,10/25/1992,23:31:41,69.127,-177.336,L1
pb_06782,4/30/1990,1:15:14,69.128,-167.407,L1
pb_06441,3/18/1989,19:41:49,69.129,-164.734,L1
pb_20001,5/9/1994,0:01:28,69.129,-170.809,L1
pb_06569,5/20/1987,2:45:03,69.13,-164.726,L3
pb_06802,5/7/1990,22:54:24,69.13,-173.194,L1
pb_06883,1/8/1991,19:01:58,69.13,179.977,L1
pb_06792,5/25/1990,22:13:09,69.132,-170.033,L2
pb_06878,5/13/1990,22:40:53,69.132,-172.825,L1
pb_06952,5/6/1992,2:24:41,69.132,-178.6,L2
pb_06562,5/26/1986,0:16:09,69.133,-169.853,L1
pb_06710,5/19/1987,1:10:33,69.133,-164.934,L2
pb_06750,6/6/1989,0:18:26,69.133,-166.811,L1
pb_06791,5/8/1990,20:50:00,69.133,-167.754,L0
pb_06791,5/20/1991,22:39:24,69.133,-170.376,L2
pb_06879,6/12/1990,20:39:29,69.135,-175.06,L1
pb_20023,7/22/1994,22:41:48,69.135,-175.344,L3
pb_06958,1/6/1993,1:53:08,69.136,-168.177,LB
pb_06756,5/26/1990,1:58:54,69.137,-175.041,L2
pb_06756,12/23/1989,22:13:15,69.138,-176.169,L2
pb_06756,6/9/1990,21:12:12,69.138,-177.227,L1
pb_06802,6/30/1990,23:59:12,69.138,-173.506,L1
pb_06910,11/17/1991,21:14:50,69.138,-177.638,L1
pb_06718,4/18/1987,23:49:32,69.139,-166.569,L2
pb_06754,6/3/1989,0:53:52,69.14,-169.68,L1
pb_06760,5/23/1988,23:42:11,69.141,-170.158,L1
pb_06946,5/12/1992,22:26:35,69.141,-173.392,L0
pb_20026,5/6/1996,19:17:12,69.141,-178.243,L2
pb_06960,6/16/1992,2:58:57,69.142,-170.505,L2
pb_06911,6/10/1991,23:05:25,69.144,-178.933,L1
pb_06953,11/26/1992,1:47:41,69.144,-168.052,L2
pb_06956,5/21/1993,2:21:27,69.144,-171.048,L1
pb_20012,3/29/1994,23:44:53,69.144,-166.181,LB
pb_06710,5/28/1987,2:58:22,69.146,-164.874,L2
pb_06756,5/17/1990,1:32:54,69.146,-175.254,L1
pb_06809,6/1/1990,22:38:12,69.146,-168.462,L2
pb_06883,1/8/1991,0:10:44,69.146,179.893,L1
pb_06791,5/15/1991,1:29:57,69.147,-169.975,L2
pb_06894,8/12/1991,2:54:36,69.148,-179.77,L1
pb_20012,12/14/1993,23:22:25,69.149,-166.64,L1
pb_06911,6/28/1991,20:18:13,69.15,-176.161,L1
pb_06936,6/1/1992,2:15:54,69.15,-165.434,L2
pb_20026,6/2/1995,17:32:37,69.15,-171.482,L2
pb_06744,7/11/1988,18:15:17,69.151,-165.844,L1
pb_20023,7/19/1994,21:00:21,69.151,-175.215,L2
pb_20012,3/18/1994,0:33:44,69.154,-166.322,L0
pb_06718,5/23/1987,0:53:44,69.155,-169.139,L2
pb_06772,11/29/1989,15:25:59,69.156,-175.275,LZ
pb_06724,9/17/1987,20:07:03,69.157,-176.774,L1
pb_06760,7/4/1988,21:47:28,69.157,-170.481,L1
pb_06809,5/29/1990,22:48:22,69.157,-168.173,L2
pb_06875,7/3/1991,0:30:36,69.157,-179.264,LA
pb_06576,6/13/1986,3:05:46,69.158,-174.475,L3
pb_06962,5/6/1993,2:49:42,69.158,-170.674,L2
pb_06796,4/25/1990,22:39:01,69.16,-173.021,L2
pb_20001,10/25/1993,23:31:50,69.16,-179.613,L0
pb_06718,4/20/1987,1:22:36,69.163,-166.576,L2
pb_06775,11/11/1989,2:36:34,69.163,-164.55,L1
pb_06875,8/16/1991,20:59:23,69.163,-179.726,L1
pb_06725,5/28/1987,23:24:04,69.164,-173.612,L3
pb_06874,6/1/1991,2:56:23,69.164,-173.13,LB
pb_06900,8/17/1991,19:57:18,69.164,-176.238,L1
pb_06911,7/1/1991,23:02:06,69.164,-176.3,L1
pb_06710,5/3/1987,23:25:26,69.165,-164.45,L3
pb_06894,6/21/1991,23:16:14,69.166,-173.852,L2
pb_06911,8/16/1991,2:09:08,69.168,-177.05,L1
pb_06996,6/22/1994,21:55:25,69.168,-174.161,L0
pb_06956,6/1/1992,2:15:58,69.169,-170.167,L2
pb_06718,6/16/1987,2:52:42,69.17,-170.415,L2
pb_06940,1/26/1993,21:41:38,69.17,-167.913,L2
pb_06962,5/8/1993,22:50:43,69.17,-170.163,L1
pb_06725,1/11/1988,3:50:07,69.171,-172.173,L3
pb_06864,6/15/1990,3:01:52,69.173,-175.042,L0
pb_06864,12/18/1990,2:26:53,69.174,-178.218,L2
pb_06936,6/12/1992,23:52:05,69.175,-168.252,L2
pb_06964,1/18/1993,2:55:49,69.175,-166.332,L2
pb_06911,6/26/1991,1:51:04,69.176,-175.398,L1
pb_06772,5/4/1989,3:41:07,69.177,-168.678,L1
pb_06710,5/22/1987,4:32:10,69.18,-164.865,L2
pb_06901,6/19/1991,22:00:04,69.18,-173.025,L1
pb_06942,6/1/1992,0:01:29,69.18,-166.52,LB
pb_06963,4/14/1993,22:44:21,69.181,-174.856,L1
pb_06710,5/31/1987,4:37:29,69.183,-165.558,L2
pb_06718,4/21/1987,19:25:13,69.183,-166.787,L1
pb_06886,5/3/1991,21:13:49,69.184,-178.938,L2
pb_06974,6/24/1992,23:08:50,69.184,-167.262,L2
pb_06754,6/5/1989,22:08:32,69.186,-170.01,L1
pb_06953,7/15/1993,0:22:50,69.186,-177.169,L2
pb_06593,9/5/1987,18:52:23,69.187,-178.282,L1
pb_06744,7/6/1988,1:57:39,69.187,-168.012,L2
pb_06782,5/11/1990,21:21:01,69.187,-166.109,L1
pb_06945,5/22/1992,2:36:08,69.187,-174.571,L1
pb_06936,5/22/1992,23:51:28,69.188,-165.572,L2
pb_06996,11/22/1993,0:43:24,69.188,-176.843,L2
pb_06804,6/20/1990,2:28:58,69.19,-174.144,L2
pb_06883,1/7/1991,2:03:14,69.19,179.792,L3
pb_06956,6/3/1992,22:19:07,69.19,-169.481,L2
pb_06953,11/28/1992,23:06:15,69.191,-168.243,L1
pb_20023,1/17/1994,21:21:09,69.191,-175.788,L2
pb_06710,4/30/1987,18:24:45,69.192,-166.276,L2
pb_06724,9/15/1987,4:15:27,69.192,-178.009,L1
pb_06441,11/21/1989,19:13:54,69.193,-166.381,L1
pb_06710,5/6/1987,17:21:05,69.194,-164.918,L1
pb_06802,4/29/1990,2:13:43,69.196,-172.508,L2
pb_06760,5/6/1988,2:50:55,69.197,-169.969,L1
pb_06864,1/26/1991,1:38:36,69.197,-178.312,L1
pb_06903,5/5/1992,23:06:11,69.197,-172.95,L1
pb_06959,11/21/1992,20:37:55,69.197,-178.053,L2
pb_06962,6/16/1992,2:37:23,69.197,-164.621,L2
pb_06956,6/15/1992,21:37:56,69.198,-171.287,L1
pb_06718,6/19/1987,1:07:49,69.199,-170.463,L1
pb_06718,4/3/1988,6:27:40,69.2,-166.168,LZ
pb_20026,6/8/1995,18:26:50,69.202,-171.724,L3
pb_06732,4/28/1988,21:05:38,69.204,-168.154,L1
